,Age,Gender,Income Level,Dietary Preference,Exercise Frequency,Eating Disorder Habit,Location,Daily Caloric Intake
1569,40,Male,Medium,Vegetarian,Medium,binge_eating,nashville,2640
1570,38,Male,Low,vegan,High,binge_eating,nashville,2207.04
1571,58,Female,Medium,Non-vegetarian,Low,binge_eating,springfield,3445.2
1572,51,Male,Medium,vegan,Low,restrictive_eating,champaign,3029.4
1573,33,Male,High,Non-vegetarian,Medium,restrictive_eating,nashville,3194.4
1574,55,Male,Low,Non-vegetarian,Low,restrictive_eating,champaign,3194.4
1575,19,Female,Low,Vegetarian,High,binge_eating,naperville,902.88
1576,39,Female,Medium,Non-vegetarian,Medium,binge_eating,alton,2574
1577,57,Female,Low,Vegetarian,High,restrictive_eating,nashville,2708.64
1578,48,Male,Medium,Non-vegetarian,Medium,restrictive_eating,champaign,3872
1579,29,Female,Medium,vegan,Medium,binge_eating,springfield,1566
1580,54,Female,High,vegan,Medium,restrictive_eating,nashville,3499.2
1581,46,Male,Medium,vegan,High,binge_eating,chicago,3339.6
1582,58,Male,High,vegan,High,restrictive_eating,champaign,5052.96
1583,27,Male,Low,vegan,High,binge_eating,chicago,1568.16
1584,42,Male,Low,vegan,Low,binge_eating,alton,1995.84
1585,22,Male,Low,Vegetarian,Medium,restrictive_eating,springfield,1161.6
1586,37,Female,Low,vegan,Medium,restrictive_eating,chicago,1598.4
1587,24,Female,Medium,Vegetarian,Low,restrictive_eating,alton,1166.4
1588,18,Male,High,Non-vegetarian,Low,binge_eating,alton,1568.16
1589,32,Male,Low,vegan,Low,restrictive_eating,naperville,1520.64
1590,53,Female,Medium,Vegetarian,Medium,binge_eating,alton,2862
1591,60,Female,Medium,Vegetarian,High,restrictive_eating,springfield,3564
1592,54,Female,Medium,Non-vegetarian,Medium,binge_eating,champaign,3564
1593,24,Male,Medium,Vegetarian,High,restrictive_eating,naperville,1742.4
1594,51,Female,Low,vegan,Medium,binge_eating,champaign,2203.2
1595,25,Male,High,vegan,Low,binge_eating,champaign,1782
1596,60,Male,Medium,vegan,Medium,binge_eating,champaign,3960
1597,23,Female,Medium,Vegetarian,Medium,binge_eating,nashville,1242
1598,54,Male,Medium,Non-vegetarian,Medium,restrictive_eating,nashville,4356
1599,57,Male,Low,Non-vegetarian,Low,binge_eating,chicago,3310.56
1600,47,Male,Medium,vegan,Low,binge_eating,chicago,2791.8
1601,45,Female,Low,Non-vegetarian,High,binge_eating,nashville,2613.6
1602,28,Female,Low,vegan,High,restrictive_eating,alton,1330.56
1603,34,Female,High,vegan,Low,binge_eating,nashville,1982.88
1604,53,Female,Medium,vegan,High,restrictive_eating,alton,3148.2
1605,59,Female,Low,vegan,Medium,binge_eating,chicago,2548.8
1606,32,Male,High,Non-vegetarian,Medium,binge_eating,chicago,3097.6
1607,49,Female,Medium,Non-vegetarian,Medium,restrictive_eating,springfield,3234
1608,56,Male,Medium,Non-vegetarian,Low,restrictive_eating,nashville,4065.6
1609,59,Male,High,vegan,Medium,binge_eating,nashville,4672.8
1610,58,Female,Low,vegan,Low,restrictive_eating,champaign,2255.04
1611,53,Male,High,vegan,Low,restrictive_eating,champaign,3777.84
1612,60,Male,Medium,Vegetarian,Medium,binge_eating,chicago,3960
1613,42,Female,High,vegan,Low,binge_eating,alton,2449.44
1614,48,Male,Medium,Non-vegetarian,Low,restrictive_eating,champaign,3484.8
1615,22,Female,High,Vegetarian,Medium,restrictive_eating,alton,1425.6
1616,56,Female,Medium,Non-vegetarian,High,binge_eating,naperville,4065.6
1617,44,Male,Low,vegan,Medium,binge_eating,chicago,2323.2
1618,35,Male,Medium,Vegetarian,Medium,restrictive_eating,springfield,2310
1619,21,Female,Low,vegan,Medium,restrictive_eating,alton,907.2
1620,30,Female,Low,Non-vegetarian,Low,restrictive_eating,champaign,1425.6
1621,27,Female,Medium,Non-vegetarian,Medium,binge_eating,chicago,1782
1622,45,Male,Low,vegan,Medium,restrictive_eating,springfield,2376
1623,35,Male,High,Non-vegetarian,Medium,restrictive_eating,naperville,3388
1624,33,Female,High,Vegetarian,Medium,binge_eating,champaign,2138.4
1625,56,Female,High,Vegetarian,Medium,binge_eating,nashville,3628.8
1626,59,Female,Medium,Vegetarian,Low,binge_eating,springfield,2867.4
1627,60,Male,Medium,Vegetarian,Low,binge_eating,chicago,3564
1628,57,Male,Medium,vegan,High,restrictive_eating,nashville,4138.2
1629,38,Female,Medium,Non-vegetarian,High,restrictive_eating,chicago,2758.8
1630,35,Male,Low,Vegetarian,Low,restrictive_eating,champaign,1663.2
1631,57,Male,Medium,Vegetarian,Low,restrictive_eating,naperville,3385.8
1632,55,Male,High,Non-vegetarian,High,binge_eating,chicago,5856.4
1633,22,Female,High,vegan,High,restrictive_eating,nashville,1568.16
1634,33,Female,Medium,Non-vegetarian,Low,binge_eating,champaign,1960.2
1635,54,Female,Low,vegan,High,binge_eating,naperville,2566.08
1636,22,Male,High,Non-vegetarian,Low,restrictive_eating,alton,1916.64
1637,27,Female,Low,vegan,Low,binge_eating,nashville,1049.76
1638,59,Female,Medium,Non-vegetarian,High,binge_eating,champaign,4283.4
1639,19,Female,Medium,vegan,Low,restrictive_eating,nashville,923.4
1640,41,Male,Medium,vegan,High,binge_eating,chicago,2976.6
1641,38,Male,Low,Non-vegetarian,High,restrictive_eating,springfield,2697.493333
1642,42,Female,High,Non-vegetarian,Medium,restrictive_eating,springfield,3326.4
1643,57,Female,Low,Vegetarian,Low,binge_eating,springfield,2216.16
1644,49,Male,Medium,Non-vegetarian,Low,restrictive_eating,nashville,3557.4
1645,33,Male,High,Non-vegetarian,Medium,binge_eating,chicago,3194.4
1646,53,Female,Medium,Non-vegetarian,High,restrictive_eating,alton,3847.8
1647,23,Male,Low,vegan,High,binge_eating,alton,1335.84
1648,23,Male,Medium,vegan,High,restrictive_eating,naperville,1669.8
1649,30,Male,Low,Vegetarian,Medium,restrictive_eating,chicago,1584
1650,38,Female,Medium,vegan,Low,restrictive_eating,nashville,1846.8
1651,29,Female,Low,vegan,Medium,binge_eating,champaign,1252.8
1652,33,Male,Low,Vegetarian,High,binge_eating,naperville,1916.64
1653,46,Female,Medium,Vegetarian,Low,restrictive_eating,naperville,2235.6
1654,32,Male,High,vegan,Medium,restrictive_eating,alton,2534.4
1655,35,Female,Low,Non-vegetarian,Low,restrictive_eating,alton,1663.2
1656,57,Female,High,Vegetarian,High,restrictive_eating,alton,4062.96
1657,56,Male,Low,vegan,High,restrictive_eating,nashville,3252.48
1658,19,Female,High,Non-vegetarian,Medium,binge_eating,champaign,1504.8
1659,49,Female,Medium,Non-vegetarian,High,restrictive_eating,nashville,3557.4
1660,24,Male,Medium,Vegetarian,High,restrictive_eating,naperville,1742.4
1661,48,Male,High,Non-vegetarian,Medium,binge_eating,champaign,4646.4
1662,42,Female,Medium,Non-vegetarian,Low,restrictive_eating,naperville,2494.8
1663,31,Female,High,Vegetarian,High,binge_eating,naperville,2209.68
1664,43,Female,Medium,vegan,Medium,restrictive_eating,nashville,2322
1665,42,Male,Medium,vegan,High,binge_eating,alton,3049.2
1666,59,Female,Medium,Non-vegetarian,Low,restrictive_eating,springfield,3504.6
1667,20,Female,Medium,Vegetarian,Medium,binge_eating,springfield,1080
1668,45,Male,High,Vegetarian,Medium,restrictive_eating,chicago,3564
1669,23,Female,High,vegan,High,binge_eating,champaign,1639.44
1670,55,Female,Low,Non-vegetarian,Low,binge_eating,nashville,2613.6
1671,28,Male,High,Vegetarian,Low,restrictive_eating,springfield,1995.84
1672,53,Male,Low,Vegetarian,Low,binge_eating,springfield,2518.56
1673,47,Male,High,vegan,Low,binge_eating,chicago,3350.16
1674,43,Male,High,Non-vegetarian,Low,binge_eating,champaign,3746.16
1675,50,Male,Low,Non-vegetarian,High,binge_eating,champaign,3549.333333
1676,54,Male,High,Vegetarian,Medium,binge_eating,alton,4276.8
1677,23,Female,Low,Vegetarian,Medium,binge_eating,nashville,993.6
1678,35,Female,Medium,Vegetarian,High,binge_eating,alton,2079
1679,35,Female,High,Non-vegetarian,Low,binge_eating,alton,2494.8
1680,27,Male,Medium,Non-vegetarian,High,binge_eating,chicago,2395.8
1681,26,Female,Medium,Non-vegetarian,Medium,restrictive_eating,springfield,1716
1682,39,Female,Low,vegan,High,restrictive_eating,alton,1853.28
1683,31,Female,Medium,vegan,High,restrictive_eating,champaign,1841.4
1684,21,Female,Medium,Non-vegetarian,Medium,restrictive_eating,alton,1386
1685,55,Female,High,Vegetarian,High,binge_eating,chicago,3920.4
1686,30,Female,Medium,vegan,High,restrictive_eating,naperville,1782
1687,58,Male,Low,Vegetarian,High,restrictive_eating,champaign,3368.64
1688,24,Female,High,vegan,Medium,restrictive_eating,alton,1555.2
1689,52,Male,Low,Vegetarian,High,restrictive_eating,springfield,3020.16
1690,42,Female,Medium,Vegetarian,Low,restrictive_eating,champaign,2041.2
1691,52,Female,Low,Non-vegetarian,Low,restrictive_eating,nashville,2471.04
1692,24,Male,Low,vegan,Low,restrictive_eating,alton,1140.48
1693,51,Male,Low,vegan,Medium,restrictive_eating,champaign,2692.8
1694,43,Female,Low,Vegetarian,Low,binge_eating,chicago,1671.84
1695,38,Female,Low,Vegetarian,High,binge_eating,naperville,1805.76
1696,37,Male,Medium,Vegetarian,High,restrictive_eating,naperville,2686.2
1697,40,Male,High,Non-vegetarian,High,restrictive_eating,springfield,4259.2
1698,24,Male,High,Non-vegetarian,Medium,restrictive_eating,nashville,2323.2
1699,49,Female,Medium,vegan,Medium,binge_eating,nashville,2646
1700,51,Male,High,vegan,Medium,restrictive_eating,alton,4039.2
1701,24,Female,High,vegan,Low,restrictive_eating,chicago,1399.68
1702,22,Male,Medium,vegan,Medium,restrictive_eating,nashville,1452
1703,49,Male,High,vegan,High,binge_eating,alton,4268.88
1704,51,Male,High,Non-vegetarian,Medium,binge_eating,chicago,4936.8
1705,27,Female,Medium,Non-vegetarian,Low,binge_eating,nashville,1603.8
1706,32,Male,Low,Vegetarian,Medium,restrictive_eating,naperville,1689.6
1707,54,Male,Low,Vegetarian,Low,binge_eating,alton,2566.08
1708,36,Male,Medium,Vegetarian,High,restrictive_eating,chicago,2613.6
1709,37,Male,Low,Non-vegetarian,Low,restrictive_eating,alton,2148.96
1710,30,Male,Low,Non-vegetarian,Medium,binge_eating,champaign,1936
1711,38,Male,Low,Vegetarian,Low,restrictive_eating,alton,1805.76
1712,23,Female,High,Non-vegetarian,Low,binge_eating,naperville,1639.44
1713,36,Male,Medium,Vegetarian,High,restrictive_eating,chicago,2613.6
1714,21,Male,High,Non-vegetarian,Medium,restrictive_eating,champaign,2032.8
1715,26,Male,Medium,Vegetarian,Medium,binge_eating,chicago,1716
1716,54,Female,High,vegan,Medium,binge_eating,alton,3499.2
1717,53,Female,Low,Vegetarian,High,binge_eating,chicago,2518.56
1718,35,Female,Low,Vegetarian,Low,restrictive_eating,alton,1360.8
1719,29,Female,Low,Non-vegetarian,High,restrictive_eating,nashville,1684.32
1720,19,Male,Low,Vegetarian,Low,restrictive_eating,nashville,902.88
1721,35,Female,High,Non-vegetarian,High,restrictive_eating,champaign,3049.2
1722,46,Male,Low,Vegetarian,High,restrictive_eating,naperville,2671.68
1723,18,Female,High,Non-vegetarian,Low,binge_eating,champaign,1283.04
1724,52,Female,High,Non-vegetarian,Medium,restrictive_eating,naperville,4118.4
1725,31,Male,Low,vegan,High,binge_eating,champaign,1800.48
1726,33,Female,High,vegan,Medium,binge_eating,nashville,2138.4
1727,52,Female,Medium,Non-vegetarian,Low,restrictive_eating,nashville,3088.8
1728,54,Female,High,vegan,Low,binge_eating,alton,3149.28
1729,53,Male,Medium,Vegetarian,Medium,restrictive_eating,champaign,3498
1730,36,Male,Low,Vegetarian,Medium,restrictive_eating,alton,1900.8
1731,52,Male,Low,Non-vegetarian,Medium,binge_eating,springfield,3355.733333
1732,47,Female,High,Non-vegetarian,High,binge_eating,nashville,4094.64
1733,32,Female,Low,Non-vegetarian,Low,binge_eating,champaign,1520.64
1734,50,Female,Medium,Non-vegetarian,Low,restrictive_eating,chicago,2970
1735,19,Male,High,vegan,High,restrictive_eating,nashville,1655.28
1736,18,Female,Medium,Vegetarian,Low,binge_eating,alton,874.8
1737,54,Male,Low,Non-vegetarian,Low,binge_eating,nashville,3136.32
1738,18,Female,High,Vegetarian,High,binge_eating,nashville,1283.04
1739,44,Male,Medium,vegan,Low,restrictive_eating,champaign,2613.6
1740,59,Male,High,Vegetarian,Low,restrictive_eating,naperville,4205.52
1741,30,Male,High,Vegetarian,High,binge_eating,naperville,2613.6
1742,47,Male,Low,Vegetarian,Medium,restrictive_eating,naperville,2481.6
1743,41,Male,High,Non-vegetarian,Low,restrictive_eating,champaign,3571.92
1744,18,Male,Low,Non-vegetarian,Low,binge_eating,chicago,1045.44
1745,20,Female,Medium,vegan,Medium,binge_eating,champaign,1080
1746,47,Female,Medium,Vegetarian,High,restrictive_eating,springfield,2791.8
1747,19,Male,Medium,vegan,Low,binge_eating,naperville,1128.6
1748,54,Female,Low,Vegetarian,Medium,restrictive_eating,naperville,2332.8
1749,47,Male,Low,Non-vegetarian,High,restrictive_eating,alton,3336.373333
1750,33,Male,Low,vegan,Low,binge_eating,nashville,1568.16
1751,42,Male,Medium,vegan,High,restrictive_eating,springfield,3049.2
1752,25,Male,Low,vegan,Medium,restrictive_eating,chicago,1320
1753,58,Female,Medium,Non-vegetarian,Medium,restrictive_eating,alton,3828
1754,51,Female,Medium,Non-vegetarian,Low,restrictive_eating,chicago,3029.4
1755,27,Female,Medium,vegan,Low,binge_eating,alton,1312.2
1756,58,Male,Low,vegan,Low,binge_eating,nashville,2756.16
1757,56,Female,High,Non-vegetarian,High,restrictive_eating,champaign,4878.72
1758,41,Female,Low,Non-vegetarian,High,restrictive_eating,alton,2381.28
1759,24,Female,Low,vegan,Low,binge_eating,springfield,933.12
1760,48,Female,High,Vegetarian,Low,restrictive_eating,naperville,2799.36
1761,45,Male,Medium,Vegetarian,Medium,binge_eating,nashville,2970
1762,53,Female,High,Vegetarian,Low,binge_eating,champaign,3090.96
1763,53,Male,Low,Non-vegetarian,Low,restrictive_eating,alton,3078.24
1764,49,Female,Medium,Vegetarian,Medium,binge_eating,nashville,2646
1765,47,Female,Low,Vegetarian,Medium,restrictive_eating,champaign,2030.4
1766,34,Male,High,Non-vegetarian,High,binge_eating,chicago,3620.32
1767,57,Female,High,Non-vegetarian,Low,restrictive_eating,chicago,4062.96
1768,31,Male,Low,vegan,Low,restrictive_eating,chicago,1473.12
1769,26,Female,Low,Vegetarian,Medium,binge_eating,springfield,1123.2
1770,41,Male,Low,vegan,High,binge_eating,chicago,2381.28
1771,50,Female,Medium,Non-vegetarian,High,binge_eating,champaign,3630
1772,19,Male,Medium,Vegetarian,Low,binge_eating,nashville,1128.6
1773,47,Male,High,Vegetarian,High,restrictive_eating,champaign,4094.64
1774,40,Female,High,Vegetarian,High,restrictive_eating,naperville,2851.2
1775,41,Female,Medium,vegan,High,binge_eating,nashville,2435.4
1776,22,Female,Medium,vegan,Low,binge_eating,naperville,1069.2
1777,31,Male,High,Non-vegetarian,Low,binge_eating,nashville,2700.72
1778,37,Female,Low,Vegetarian,Medium,restrictive_eating,champaign,1598.4
1779,52,Male,Medium,Vegetarian,Medium,binge_eating,alton,3432
1780,54,Male,Low,vegan,High,binge_eating,nashville,3136.32
1781,30,Male,High,Non-vegetarian,Low,binge_eating,naperville,2613.6
1782,39,Male,High,Non-vegetarian,Low,restrictive_eating,nashville,3397.68
1783,27,Female,Low,Vegetarian,High,binge_eating,alton,1283.04
1784,28,Male,Medium,Vegetarian,Medium,restrictive_eating,chicago,1848
1785,60,Male,High,Vegetarian,High,binge_eating,springfield,5227.2
1786,20,Female,Low,Non-vegetarian,Low,binge_eating,springfield,950.4
1787,19,Female,Low,Non-vegetarian,Medium,binge_eating,naperville,1003.2
1788,20,Male,Low,vegan,High,binge_eating,chicago,1161.6
1789,19,Female,High,Vegetarian,Medium,restrictive_eating,springfield,1231.2
1790,25,Male,High,Vegetarian,Low,binge_eating,springfield,1782
1791,51,Female,Medium,Vegetarian,Medium,restrictive_eating,champaign,2754
1792,18,Female,Low,Non-vegetarian,Medium,binge_eating,springfield,950.4
1793,21,Male,Low,Non-vegetarian,Low,restrictive_eating,chicago,1219.68
1794,24,Female,Medium,Vegetarian,Low,binge_eating,champaign,1166.4
1795,52,Male,High,Vegetarian,Medium,restrictive_eating,springfield,4118.4
1796,51,Female,Low,Vegetarian,High,restrictive_eating,alton,2423.52
1797,25,Male,Low,vegan,Medium,binge_eating,springfield,1320
1798,38,Male,High,vegan,High,restrictive_eating,nashville,3310.56
1799,31,Female,High,Non-vegetarian,Low,restrictive_eating,nashville,2209.68
1800,35,Female,Medium,vegan,High,binge_eating,chicago,2079
1801,40,Female,Low,Non-vegetarian,High,binge_eating,nashville,2323.2
1802,48,Male,High,Vegetarian,Medium,restrictive_eating,nashville,3801.6
1803,55,Male,High,Vegetarian,Low,binge_eating,champaign,3920.4
1804,23,Female,Low,vegan,High,binge_eating,springfield,1092.96
1805,51,Female,Low,Vegetarian,High,restrictive_eating,nashville,2423.52
1806,53,Female,Medium,Non-vegetarian,Medium,binge_eating,alton,3498
1807,32,Male,High,Non-vegetarian,High,restrictive_eating,champaign,3407.36
1808,54,Male,Medium,vegan,Low,restrictive_eating,champaign,3207.6
1809,30,Female,Low,Non-vegetarian,Medium,binge_eating,springfield,1584
1810,46,Female,Medium,vegan,Medium,restrictive_eating,chicago,2484
1811,45,Female,High,vegan,Medium,binge_eating,chicago,2916
1812,55,Male,Medium,Vegetarian,High,binge_eating,chicago,3993
1813,38,Female,Medium,Non-vegetarian,Low,restrictive_eating,nashville,2257.2
1814,27,Female,Low,Non-vegetarian,Medium,restrictive_eating,naperville,1425.6
1815,37,Female,Low,Non-vegetarian,Medium,binge_eating,naperville,1953.6
1816,18,Male,Medium,Vegetarian,High,restrictive_eating,naperville,1306.8
1817,19,Male,Low,vegan,Low,binge_eating,chicago,902.88
1818,21,Female,Low,vegan,Medium,restrictive_eating,champaign,907.2
1819,38,Male,Low,vegan,Medium,restrictive_eating,chicago,2006.4
1820,38,Male,Low,Non-vegetarian,High,binge_eating,champaign,2697.493333
1821,43,Female,Low,vegan,Low,restrictive_eating,chicago,1671.84
1822,37,Female,Low,Non-vegetarian,Low,restrictive_eating,nashville,1758.24
1823,29,Female,Medium,vegan,Low,restrictive_eating,naperville,1409.4
1824,38,Male,High,Vegetarian,Low,restrictive_eating,alton,2708.64
1825,24,Female,Medium,Vegetarian,Medium,binge_eating,springfield,1296
1826,47,Female,Low,vegan,Low,restrictive_eating,alton,1827.36
1827,48,Male,Medium,vegan,Medium,restrictive_eating,champaign,3168
1828,45,Female,Medium,vegan,Low,restrictive_eating,champaign,2187
1829,20,Female,Low,Non-vegetarian,Medium,binge_eating,chicago,1056
1830,23,Male,High,vegan,Low,binge_eating,champaign,1639.44
1831,37,Male,Low,Non-vegetarian,Low,restrictive_eating,chicago,2148.96
1832,26,Female,Low,Non-vegetarian,Medium,binge_eating,naperville,1372.8
1833,40,Female,Low,Non-vegetarian,Medium,restrictive_eating,nashville,2112
1834,19,Female,High,vegan,Medium,restrictive_eating,champaign,1231.2
1835,37,Male,High,Non-vegetarian,Low,binge_eating,champaign,3223.44
1836,52,Male,Low,Non-vegetarian,Low,binge_eating,nashville,3020.16
1837,48,Male,Medium,Non-vegetarian,Low,restrictive_eating,chicago,3484.8
1838,46,Female,Low,Vegetarian,Medium,restrictive_eating,alton,1987.2
1839,51,Male,High,Non-vegetarian,High,restrictive_eating,chicago,5430.48
1840,40,Female,High,Vegetarian,High,restrictive_eating,champaign,2851.2
1841,22,Male,Medium,Vegetarian,High,restrictive_eating,chicago,1597.2
1842,28,Female,Low,Non-vegetarian,Low,restrictive_eating,champaign,1330.56
1843,51,Male,Low,Non-vegetarian,Medium,binge_eating,alton,3291.2
1844,34,Female,Low,vegan,Low,restrictive_eating,alton,1321.92
1845,24,Female,High,Vegetarian,Medium,binge_eating,alton,1555.2
1846,35,Male,Medium,vegan,High,restrictive_eating,alton,2541
1847,46,Female,Medium,vegan,Low,binge_eating,alton,2235.6
1848,26,Female,High,Vegetarian,High,restrictive_eating,alton,1853.28
1849,35,Male,Medium,vegan,High,restrictive_eating,nashville,2541
1850,22,Female,Medium,Vegetarian,Medium,restrictive_eating,chicago,1188
1851,55,Female,Low,vegan,High,binge_eating,nashville,2613.6
1852,27,Female,High,Non-vegetarian,Medium,restrictive_eating,chicago,2138.4
1853,30,Female,Low,Vegetarian,High,binge_eating,springfield,1425.6
1854,18,Male,Low,Vegetarian,Medium,restrictive_eating,nashville,950.4
1855,41,Male,High,Non-vegetarian,Low,binge_eating,alton,3571.92
1856,33,Male,Low,vegan,Medium,binge_eating,nashville,1742.4
1857,60,Male,Medium,Vegetarian,Low,restrictive_eating,champaign,3564
1858,27,Female,Medium,Vegetarian,High,restrictive_eating,champaign,1603.8
1859,29,Male,Low,vegan,High,binge_eating,naperville,1684.32
1860,33,Male,Medium,vegan,Medium,restrictive_eating,alton,2178
1861,56,Male,High,Non-vegetarian,Medium,binge_eating,champaign,5420.8
1862,57,Female,Medium,Vegetarian,High,binge_eating,springfield,3385.8
1863,18,Male,High,Vegetarian,Medium,restrictive_eating,springfield,1425.6
1864,31,Female,High,Non-vegetarian,Medium,binge_eating,champaign,2455.2
1865,24,Male,High,vegan,Medium,binge_eating,champaign,1900.8
1866,30,Male,High,Non-vegetarian,Medium,restrictive_eating,naperville,2904
1867,45,Female,High,Non-vegetarian,Low,restrictive_eating,champaign,3207.6
1868,33,Female,High,Vegetarian,Low,restrictive_eating,springfield,1924.56
1869,31,Female,Low,Vegetarian,Low,binge_eating,champaign,1205.28
1870,58,Male,Medium,Non-vegetarian,Low,binge_eating,chicago,4210.8
1871,49,Female,Medium,Vegetarian,Low,restrictive_eating,alton,2381.4
1872,47,Female,Low,Vegetarian,High,binge_eating,chicago,2233.44
1873,29,Female,High,vegan,High,binge_eating,champaign,2067.12
1874,52,Female,Low,Vegetarian,Medium,binge_eating,alton,2246.4
1875,38,Female,Medium,vegan,Medium,binge_eating,naperville,2052
1876,35,Male,Low,Non-vegetarian,Medium,binge_eating,nashville,2258.666667
1877,30,Female,Medium,Non-vegetarian,High,binge_eating,champaign,2178
1878,50,Female,Low,Vegetarian,High,restrictive_eating,chicago,2376
1879,19,Female,High,Non-vegetarian,High,restrictive_eating,chicago,1655.28
1880,54,Female,High,Vegetarian,Low,binge_eating,champaign,3149.28
1881,39,Male,High,Vegetarian,Medium,binge_eating,alton,3088.8
1882,55,Female,Low,vegan,High,binge_eating,champaign,2613.6
1883,47,Female,Low,Vegetarian,Low,restrictive_eating,nashville,1827.36
1884,59,Female,Medium,Non-vegetarian,High,restrictive_eating,nashville,4283.4
1885,57,Male,Medium,Non-vegetarian,Low,binge_eating,chicago,4138.2
1886,19,Female,High,Vegetarian,Medium,restrictive_eating,naperville,1231.2
1887,30,Female,High,Non-vegetarian,Low,restrictive_eating,chicago,2138.4
1888,28,Male,High,Vegetarian,High,binge_eating,nashville,2439.36
1889,27,Male,Low,vegan,Medium,restrictive_eating,chicago,1425.6
1890,51,Female,High,Non-vegetarian,Low,restrictive_eating,chicago,3635.28
1891,28,Female,Medium,Vegetarian,Low,binge_eating,alton,1360.8
1892,47,Male,High,Vegetarian,Medium,binge_eating,nashville,3722.4
1893,59,Male,Low,Vegetarian,Low,binge_eating,champaign,2803.68
1894,56,Male,Medium,vegan,High,binge_eating,springfield,4065.6
1895,56,Male,Low,Vegetarian,Low,restrictive_eating,springfield,2661.12
1896,25,Female,High,Non-vegetarian,High,restrictive_eating,nashville,2178
1897,49,Female,Low,Non-vegetarian,Low,binge_eating,champaign,2328.48
1898,25,Female,Low,Vegetarian,Low,restrictive_eating,naperville,972
1899,50,Female,Low,vegan,High,binge_eating,alton,2376
1900,56,Male,Low,Vegetarian,Medium,restrictive_eating,champaign,2956.8
1901,32,Female,Medium,Vegetarian,High,binge_eating,nashville,1900.8
1902,19,Female,Medium,Non-vegetarian,High,restrictive_eating,alton,1379.4
1903,33,Female,Low,Non-vegetarian,High,binge_eating,alton,1916.64
1904,31,Male,Medium,Non-vegetarian,High,restrictive_eating,chicago,2750.733333
1905,60,Female,Low,vegan,High,restrictive_eating,naperville,2851.2
1906,48,Female,High,Vegetarian,High,restrictive_eating,champaign,3421.44
1907,24,Female,Low,Vegetarian,Low,restrictive_eating,nashville,933.12
1908,37,Female,Low,Non-vegetarian,Medium,restrictive_eating,alton,1953.6
1909,36,Female,High,Non-vegetarian,High,restrictive_eating,chicago,3136.32
1910,51,Male,Low,Non-vegetarian,Low,restrictive_eating,chicago,2962.08
1911,53,Male,High,Non-vegetarian,Medium,restrictive_eating,champaign,5130.4
1912,30,Female,Medium,vegan,Low,binge_eating,springfield,1458
1913,53,Male,Medium,Non-vegetarian,Low,binge_eating,chicago,3847.8
1914,59,Male,Low,Vegetarian,Low,binge_eating,champaign,2803.68
1915,54,Male,Medium,Non-vegetarian,Medium,binge_eating,nashville,4356
1916,47,Female,Low,Non-vegetarian,Medium,restrictive_eating,alton,2481.6
1917,22,Female,Medium,vegan,High,binge_eating,alton,1306.8
1918,46,Female,High,Non-vegetarian,Low,binge_eating,chicago,3278.88
1919,58,Male,Low,Vegetarian,Low,binge_eating,champaign,2756.16
1920,42,Female,Medium,Vegetarian,Medium,binge_eating,naperville,2268
1921,18,Female,Low,Non-vegetarian,High,restrictive_eating,champaign,1045.44
1922,34,Female,Medium,Vegetarian,Low,restrictive_eating,champaign,1652.4
1923,51,Male,Medium,Non-vegetarian,Low,binge_eating,naperville,3702.6
1924,54,Female,High,vegan,Medium,binge_eating,alton,3499.2
1925,55,Male,High,Vegetarian,Low,binge_eating,alton,3920.4
1926,18,Male,Medium,vegan,High,binge_eating,naperville,1306.8
1927,43,Male,High,Vegetarian,Medium,binge_eating,champaign,3405.6
1928,57,Female,Medium,Non-vegetarian,Medium,binge_eating,champaign,3762
1929,55,Male,High,Non-vegetarian,Low,restrictive_eating,naperville,4791.6
1930,38,Male,Low,Vegetarian,Low,binge_eating,chicago,1805.76
1931,21,Female,Medium,Non-vegetarian,Low,restrictive_eating,chicago,1247.4
1932,48,Male,High,vegan,Low,binge_eating,nashville,3421.44
1933,50,Female,Medium,Vegetarian,Medium,binge_eating,champaign,2700
1934,41,Male,High,vegan,Low,binge_eating,springfield,2922.48
1935,52,Male,Medium,vegan,Low,binge_eating,nashville,3088.8
1936,58,Female,Low,Vegetarian,High,restrictive_eating,nashville,2756.16
1937,60,Female,Medium,vegan,High,restrictive_eating,nashville,3564
1938,32,Female,Low,Non-vegetarian,Low,binge_eating,nashville,1520.64
1939,54,Female,High,Vegetarian,Medium,restrictive_eating,alton,3499.2
1940,26,Female,High,Vegetarian,Low,binge_eating,alton,1516.32
1941,52,Male,Low,Non-vegetarian,High,restrictive_eating,chicago,3691.306667
1942,57,Male,High,Non-vegetarian,Low,binge_eating,naperville,4965.84
1943,38,Female,Low,Non-vegetarian,High,binge_eating,champaign,2207.04
1944,38,Female,Low,Vegetarian,Low,restrictive_eating,champaign,1477.44
1945,22,Female,High,Non-vegetarian,Low,restrictive_eating,nashville,1568.16
1946,49,Male,Medium,vegan,High,binge_eating,springfield,3557.4
1947,55,Female,High,vegan,Low,binge_eating,springfield,3207.6
1948,32,Female,Medium,Non-vegetarian,Low,binge_eating,alton,1900.8
1949,19,Male,Low,Vegetarian,High,binge_eating,chicago,1103.52
1950,55,Male,Low,vegan,Low,restrictive_eating,champaign,2613.6
1951,31,Female,Medium,vegan,High,restrictive_eating,nashville,1841.4
1952,29,Male,High,Non-vegetarian,Low,binge_eating,chicago,2526.48
